REVIEW_TITLE|SCORE|ROLE|PROS|CONS|DATE|STATUS|LOCATION|tiempoCategoria|categoriaStatus
Sueldos bajos, no hay línea de carrera, pésimo cliente…|2|Diseñador de experiencia de usuario|Creo que su único pro es el nombre que tiene IBM. Tiene buena reputación y es definitivamente un salto para conseguir un mejor trabajo después.|En Perú solo tiene 2 clientes: Claro y el BCP. El primero es uno de los peores clientes con los q he trabajado y eso es muy desgastante. Los sueldos son bajos para ser una gran empresa. Cuando ingresé solo quisieron darme 100 soles más de lo q ganaba en mi anterior empresa. No te dan ninguno beneficio, parece q no existiera RRHH. Por navidad no te dan ni un panetón ni nada. De los 10 diseñadores q entramos a trabajar en el 2021, nos fuimos 8 al cumplir un año (2 se fueron antes de los 6 meses)… Solo recomiendo trabajar para ganar CV y estar máximo un año. Ah tampoco hay línea de carrera y me dieron una MacBook Air de 13” para diseñar xd.|2022-09-04|Former Employee, More Than 1 Year|Unknown|1|Empleado
Muchos cambios|4|Analista de datos/Comercializador digital|Buen Convenio , ambiente internacional|De un dia para otro pueden prescindir de ti, aunque lleves 30 años en la empresa. Hay departamentos que no son tan importantes|2023-05-13|Former Employee|Unknown|Desconocida|Exempleado
Excelente|5|ingeniero de software|Prestaciones superiores a ley Buen ambiente laboral Capacitaciones|Ninguna desventaja de trabajar aqui|2023-06-04|Current Employee, More Than 1 Year|El Salto, Jalisco|1|Empleado
Regular|3|Técnico|Tiene transporte Buen ambiente laborar|Mala paga Mal horario Trabajo mediocre|2023-06-11|Current Employee|Unknown|Desconocida|Empleado
IBM|4|Maestro de scrum|Buen clima laboral, salvo los clientes.|Actualizaciones salariales, pocos beneficios reales y exclusivos.|2023-06-05|Current Employee|Buenos Aires|Desconocida|Empleado
Aceptable -Buena|4|Analista De Procesos|La cultura organizacional, las herramientas de aprendizaje y la oportunidad de hacer carrera en la compañía. Adicional el subsidio médico y el fondo de empleados son bastante buenos.|Si ingresas a la unidad de Consulting o al BPO no tienes futuro y es el peor lugar, no parece IBM es una outsorcing casi improvisada con mínimas herramientas de tecnología|2023-02-09|Current Employee, More Than 1 Year|Bogota, Cundinamarca|1|Empleado
Ingeniero en sistenas computacionales|5|Líder técnico sénior|Mucha capacitacion y se preocupan por el empleado|Los salarios no son acorde a lo que necesitas cuando son por consultura de IBM|2023-05-14|Former Employee, More Than 3 Years|Ciudad De Mexico|3|Empleado
Clima laboral|3|Analista Contable|varios beneficios corporativos, comodas Oficinas|Sobrecarga de trabajo, bonos bajos|2023-06-07|Current Employee|Unknown|Desconocida|Empleado
Buena experiencia|5|interno|- Plan de carrera - Buen trato laboral|- No encuentro alguna inconformidad por el momento.|2023-05-26|Current Employee|Unknown|Desconocida|Empleado
Buena|5|Ingeniero De Software|Salario, ambiente laboral, utilidades, bonos por desempeño, crecimiento profesional, pago de certificaciones, plataformas digitales de aprendizaje, horario flexible|Los incrementos anuales llegan hasta Mayo|2023-04-17|Current Employee, More Than 1 Year|Guadalajara, Jalisco|1|Empleado
Buena empresa para iniciar|5|Desarrollador de aplicaciones|- Buen ambiente laboral - Buena oportunidad de crecimiento - Buenas prestaciones y beneficios - Comprensibles al momento de tener días libres por enfermedad|- Algunos procesos de la empresa no son tan claros - A veces puede llegar a ser tardado pedir días libres, mucha burocracia detrás.|2023-03-28|Current Employee|Unknown|Desconocida|Empleado
Exelente|5|desarollador|- Crecimiento personal - Posibilidad de crecimiento profesional - Certificaciones|- Sueldo por debajo al del mercado|2023-05-22|Current Employee|Unknown|Desconocida|Empleado
Muy Buena|5|Consultor|Buen Ambiente laboral y beneficios|Alta Exigencia pero dentro de lo comprensible|2023-05-27|Current Employee, More Than 1 Year|Santiago|1|Empleado
Bueno|3|Ayudante - Ayudante General|Aprendes muchas cosas en el ramo|El trabajo no es reconocido|2023-06-02|Former Employee|Unknown|Desconocida|Exempleado
Probé|4|Gerente de proyecto|Obra social cursos y capacitación|Sueldos y puestos de trabajo q se vienen perdiendo|2023-05-23|Current Employee, More Than 10 Years|Buenos Aires|10|Empleado
Regular|4|Desarrollador de aplicaciones|La flexibilidad al laburar, no te están controlando continuamente.|El pago. La desorganización a veces con los managers.|2023-05-19|Current Employee, More Than 1 Year|Buenos Aires|1|Empleado
Trabajo estable|5|Especialista en soporte de software|Disponibilidad de tiempo, equipo de trabajo muy confiable, bonos por buen desempeño y reconocimientos, facilidad de aprendizaje con las diversas plataformas que tienen, dias adicionales de vaciones, etc.|Traslado muy lejano a la oficina.|2023-03-24|Current Employee|Unknown|Desconocida|Empleado
Positiva|3|Oficina de Gestión de Proyectos (PMO)|Buen progreso laboral, y un montón de lugares para progresar si querés crecer.|"Poco salario correspondiente a las posiciones, a veces por haber tantos "" jefes "" hay pocos ""do-ers"""|2023-04-24|Current Employee, More Than 5 Years|Buenos Aires|5|Empleado
Excelente proceso|5|Desarrollador de aplicaciones|Buenas prestaciones sobre las de ley, sueldo acorde al promedio de mercado, oportunidad de crecimiento.|Ninguna hasta el momento de la reseña|2023-05-08|Current Employee, More Than 1 Year|Guadalajara, Jalisco|1|Empleado
Salario|3|Analista de control de calidad|Gran cantidad de capacitaciones de acuerdo a tu carrera. Posibilidad de especializarte en nuevas areas|El ajuste de sueldo siempre pierde contra la inflacion. Si no es por el sindicato no hay aumentos practicamente. En la entrevista que me hicieron me aseguraron que iba a trabajar en un equipo con mas experiencia para poder aprender y no fue asi, trabajo practiamente solo. Tambien me dijeron que existia una banda salarial que cobraba un % del sueldo en dolares y no existe dicha banda|2023-01-30|Current Employee, Less Than 1 Year|Buenos Aires|0|Empleado
Buena empresa|5|Ingeniero de aplicaciones|Capacitación constante, oportunidades de crecimiento|Horario laboral muy largo y demandante|2023-05-19|Current Employee, More Than 1 Year|Ciudad De Mexico|1|Empleado
Buena empresa|5|Desarrollador de experiencia front-end|Me gusta mucho la cultura, el salario y los beneficios de trabajar ahí. Capacitación continua, vales de despensa seguro médico, dental y óptico.|En consulting, a veces te pueden tocar equipos de clientes con otras empresas y eso puede ser difícil de llevar.|2023-04-01|Current Employee, More Than 1 Year|Unknown|1|Empleado
Sueldo|4|Gerente de proyecto|Amo Ibm, esta padre son muy flexibles|La verdad en management deja mucho que desear|2023-05-18|Current Employee|Unknown|Desconocida|Empleado
Ibm|5|Especialista en soporte|Lunes a viernes Trabajo remoto Aprendizaje|Burocracia empresarial Trabajo presencial algunos días|2023-05-21|Current Employee|Guadalajara, Jalisco|Desconocida|Empleado
Bien|5|ingeniero de pruebas|Buen salario para el puesto|La verdad no encontré ninguna|2023-05-24|Former Employee, Less Than 1 Year|Santiago|0|Empleado
Bien|5|ingeniero de pruebas|Buen salario para el puesto|La verdad no encontré ninguna|2023-05-24|Former Employee, Less Than 1 Year|Santiago|0|Empleado
Buena|3|Especialista en facturación|Mucha flexibilidad y confianza mientras realices tu trabajo, lo que te permite conciliar tu vida laboral y familiar a la perfección. Es un modelo de trabajo híbrido, con posibilidad de organizarte como consideres. Se trabaja principalmente en equipo y se reporta recurrentemente a Managers y Team Leaders.|Pocas oportunidades de ascenso y desarrollo, puedes pasar años sin ningún cambio de categoría. Salario demasiado bajo.|2023-02-28|Former Employee, More Than 1 Year|Madrid|1|Empleado
Mucho esfuerzo en el lugar menos adecuado.|2|Consultor SAP|Ninguna, te llevas experiencia y contactos, excelente si recién comienza tu carrera laboral.|Las oficinas están arruinadas (Martines) y los salarios son increíblemente bajos.|2023-04-16|Former Employee, More Than 3 Years|Buenos Aires|3|Empleado
Application Developer|4|Desarrollador de aplicaciones|Buenas prestaciones, buen sueldo, vacaciones, trabajo remoto.|Depende del projecto que te asignen|2023-05-17|Current Employee, More Than 1 Year|Guadalajara, Jalisco|1|Empleado
Excelente empresa|5|Desarrollador Java|Muchísimas oportunidades de aprender y tener certificaciones|A veces los aumentos pueden tardar un poco.|2023-05-12|Current Employee, More Than 1 Year|Guadalajara, Jalisco|1|Empleado
Experiencia|5|fuente de talento|"Flexibilidad en la forma de trabajo y horarios. Prestaciones de ley Lideres respetuosos y preocupados por el bienestar de sus empleados Enfoque en educación y plan de carrera de los empleados asi como en el crecimiento profesional. Apoyo para tratamientos psicológicos y para salud mental en general. Programas de apoyo en crisis y de bienestar colectivo Inclusion Enfoque en Diversidad Mucho enfásis en el ""candid Feedback"" y en los reconocimientos a los empleados."|No considero desventajas por el momento|2023-01-25|Current Employee|Unknown|Desconocida|Empleado
Excelente trabajo|5|Soporte técnico remoto|Todos son muy amables Gran capacidad de crecimineto|Estructuracion. Uno de los problemas mas grandes siempre es que con leadership|2023-05-03|Current Employee|Unknown|Desconocida|Empleado
Buena Empresa|5|Empleado anónimo|Certificaciones BluePoints Bonos Buenos sueldos|Actualización en los procesos Mucha burocracia|2023-05-17|Current Employee|Unknown|Desconocida|Empleado
Pudo ser mejor|3|Probador de control de calidad jr.|Home Office tiempo completo full|No te hacen acompañamiento, te sueltan solo|2023-05-16|Former Employee|Buenos Aires|Desconocida|Exempleado
Gran lugar|5|Consultor SAP|Capacitaciones, buen sueldo, equipo grande, proyectos interesantes.|Burocracia, muchas areas distintas, descentralizacion de tareas.|2023-05-10|Former Employee, More Than 3 Years|Buenos Aires|3|Empleado
Excelente Lugar|5|Ingeniero de programacion superior|Aprendizaje continuo, Muchísimas opciones para mantenerte al día, las prestaciones son muy buenas|El manejo de proyectos depende mucho de los desarrolladores.|2023-04-26|Current Employee, More Than 3 Years|Guadalajara, Jalisco|3|Empleado
Excelente lugar para trabajar y crecer|5|Desarrollador Full Stack|Trabajo 100% remoto, súper buenas prestaciones, buenas plataformas de aprendizaje.|Hasta el momento no tengo alguna queja.|2023-04-27|Current Employee, More Than 1 Year|Guadalajara, Jalisco|1|Empleado
No respetan los acuerdos salariales|3|Analista de negocios|Buena oferta de capacitación. Pago de Certificaciones. Provisión total de elementos de trabajo. Pagos de salario en fecha. Proceso de Anticipos de Sueldos Automático|No respetan los acuerdos de actualización salarial pactado al ingreso.|2023-03-29|Current Employee, More Than 5 Years|Córdoba|5|Empleado
Compliance|3|Gerente De TI|Capacitación Ambiente Laboral Equipos de trabajo|Sueldos Stress evaluaciones destrato beneficios|2023-05-16|Former Employee, More Than 10 Years|Buenos Aires|10|Empleado
Muy buena empresa|5|Especialista en Adquisición de Talento|Beneficios y prestaciones muy buenos|Opciones de crecimiento muy limitados|2023-05-11|Current Employee, More Than 1 Year|Guadalajara, Jalisco|1|Empleado
Buen lugar de trabajo.|5|Desarrollador de aplicaciones|Prestaciones, pago y ambiente laboral.|No de momento . .|2023-05-09|Current Employee, More Than 1 Year|Guadalajara, Jalisco|1|Empleado
Punto de vista|5|Consultor IAM|Prestaciones, capacitación continua, flexibilidad de horario|No encuentro desventajas en una empresa muy consolidad|2023-05-03|Former Employee, Less Than 1 Year|Unknown|0|Empleado
IBM|4|Gerente Sénior de Proyectos|Teletrabajo, Proyectos interesantes donde desarrollar tu carrera|Sueldo no tan acordes al mercado|2023-05-10|Current Employee|Unknown|Desconocida|Empleado
Mala experiencia|2|Asociado de atención al cliente|buen comedor, comida barata, maquinas expendedoras, lugar grande|Muy lejos, Hasta el Salto, Terrible management, no hay factor humano, te pasa un accidente y hay que reponer horas, tienes que ir a site a fuerzas|2023-03-30|Former Employee, More Than 1 Year|El Salto, Jalisco|1|Empleado
Buena experiencia|4|Desarrollador de aplicaciones|Los sueldos no son tan altos, pero las prestaciones son buenas.|El aumento de sueldo puede ser lento.|2023-04-28|Former Employee|Ciudad De Mexico|Desconocida|Exempleado
Revisión|4|Especialista en pruebas de calidad.|Destaco el crecimiento profesional que se puede tener, la posibilidad de nuevas oportunidades y las capacitaciones que nos proporcionan. Al momento de plantear dudas siempre se tiene una respuesta favorable tratando de dar con una solución.|Quizás sería mejor hacer un acompañamiento a los nuevos empleados y adaptar las capacitaciones dependiendo al área a la que se va a ingresar. Algunas capacitaciones no son adecuadas.|2022-10-17|Current Employee, Less Than 1 Year|Buenos Aires|0|Empleado
G|4|Analista Semi Senior De Cuentas A Cobrar|Home office Prepaga Beneficios ibm Internet pago|Sueldo bajo Poder salir del país haciendo home office|2023-05-02|Current Employee|Unknown|Desconocida|Empleado
Muy buen lugar para comenzar|5|Desarrollador de automatización|Cursos gratuitos Muy buen ambiente laboral|Subir de puesto es muy lento y burocrático|2023-04-27|Current Employee|Unknown|Desconocida|Empleado
Buena empresa|4|Especialista en seguridad|Buena empresa, da seguridad a sus empleados|Muy buena empresa y cultura pero muy burocratica|2023-05-02|Former Employee, More Than 1 Year|Buenos Aires|1|Empleado
Gran empresa para trabajar|5|Administrador De Sistemas|Desarrollo personal, capacitaciones, oportunidades de crecimiento.|La ubicación de la planta, está fuera de la ciudad.|2023-04-19|Current Employee, More Than 3 Years|Guadalajara, Jalisco|3|Empleado
Buen trabajo|5|FIN y asociado comercial administrativo|Me gustaria seguir trabajando ahí|No tiene ninguna desventaja, al principio es algo pesado pero despues que se aprende a hacer el trabajo se convierte en algo mas facil|2023-04-05|Former Employee, More Than 1 Year|Bogota, Cundinamarca|1|Empleado
