,EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Employee Source,AgeStartedWorking
1869,4317,43,0,Travel_Rarely,Sales,25,Bachelor,Medical,3,Male,2,3,Sales Executive,4,Divorced,10798,5,No,13,3,3,1,18,5,3,1,0,0,0,GlassDoor,25
2620,8916,38,0,Travel_Rarely,Sales,16,Bachelor,Life Sciences,2,Female,3,2,Sales Executive,2,Single,4198,2,No,12,4,2,0,8,5,4,3,2,1,2,GlassDoor,30
2683,7098,44,0,Non-Travel,Research & Development,10,Doctor,Medical,2,Male,3,2,Manufacturing Director,1,Married,5377,1,No,14,3,4,0,7,5,3,5,2,0,3,Jora,37
20,6877,27,1,Travel_Rarely,Research & Development,2,Below college,Medical,4,Male,2,1,Research Scientist,3,Married,3388,0,Yes,17,3,1,1,2,0,2,1,0,0,0,Company Website,25
1764,5531,26,1,Travel_Rarely,Research & Development,2,College,Medical,4,Male,4,2,Manufacturing Director,4,Married,5472,1,No,12,3,2,0,8,2,3,8,7,1,3,LinkedIn,18
1170,2942,28,1,Travel_Rarely,Research & Development,29,Below college,Life Sciences,2,Female,3,2,Healthcare Representative,3,Married,9824,3,No,19,3,3,1,18,4,3,1,0,0,0,Recruit.net,10
461,9039,42,1,Travel_Rarely,Sales,1,Below college,Life Sciences,1,Female,3,1,Research Scientist,3,Single,2632,1,No,14,3,3,0,5,4,2,5,4,0,4,Jora,37
2706,5485,37,0,Travel_Rarely,Research & Development,10,Bachelor,Medical,4,Male,2,2,Laboratory Technician,3,Divorced,3069,0,No,15,3,4,1,11,3,3,10,8,0,7,LinkedIn,26
3075,8066,27,1,Travel_Rarely,Sales,23,Below college,Medical,2,Female,2,2,Sales Representative,3,Married,3540,1,No,21,3,4,1,9,5,3,9,8,5,8,Seek,18
1068,9994,34,1,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,2,Male,2,4,Manager,4,Divorced,14118,3,No,12,3,3,1,32,3,2,1,0,0,0,Jora,2
1527,2849,32,1,Travel_Rarely,Research & Development,8,College,Marketing,3,Female,4,2,Research Scientist,3,Married,2011,1,No,13,3,4,1,10,5,3,10,5,7,7,Recruit.net,22
1632,2696,30,1,Travel_Rarely,Sales,5,Bachelor,Life Sciences,3,Male,3,1,Laboratory Technician,1,Married,1859,1,Yes,25,4,2,0,1,2,4,1,1,0,0,Seek,29
25,2421,32,1,Travel_Frequently,Research & Development,2,College,Life Sciences,4,Male,3,1,Laboratory Technician,4,Single,3068,0,No,13,3,3,0,8,2,2,7,7,3,6,Seek,24
3012,2278,30,1,Travel_Rarely,Research & Development,10,Bachelor,Medical,1,Female,3,2,Sales Executive,4,Single,4908,1,No,14,3,3,0,1,4,1,1,0,0,0,GlassDoor,29
2645,5383,43,0,Travel_Rarely,Research & Development,27,Bachelor,Technical Degree,4,Male,4,1,Laboratory Technician,2,Divorced,4876,5,No,12,3,3,1,8,0,3,6,4,0,2,Referral,35
1481,3835,33,0,Travel_Frequently,Research & Development,7,College,Life Sciences,3,Male,3,2,Manufacturing Director,2,Married,4434,1,No,13,3,4,1,10,3,2,9,8,7,8,Company Website,23
428,2914,33,1,Travel_Rarely,Research & Development,5,Master,Life Sciences,1,Male,3,1,Sales Representative,3,Single,1675,1,Yes,19,3,4,0,0,2,2,0,0,0,0,Recruit.net,33
491,1896,58,0,Travel_Rarely,Research & Development,9,Bachelor,Medical,2,Female,3,1,Human Resources,2,Divorced,2277,3,Yes,11,3,2,1,34,4,3,33,7,1,9,Company Website,24
1706,7917,35,0,Travel_Rarely,Sales,3,Master,Life Sciences,4,Male,3,3,Sales Executive,4,Divorced,7823,6,No,13,3,2,1,12,2,3,10,9,0,8,Indeed,23
2102,2077,32,1,Travel_Frequently,Research & Development,2,College,Life Sciences,4,Female,3,2,Research Scientist,3,Single,3149,8,No,20,4,2,1,9,3,3,5,2,1,4,Adzuna,23
1490,2905,38,0,Travel_Rarely,Sales,1,Master,Life Sciences,3,Male,3,2,Sales Executive,4,Single,5160,4,No,16,3,3,0,12,3,2,9,7,7,3,Company Website,26
2235,3154,46,0,Travel_Rarely,Human Resources,1,College,Life Sciences,4,Female,3,1,Human Resources,1,Single,3423,6,No,12,3,3,0,10,3,4,7,6,5,7,Jora,36
3186,4038,29,1,Travel_Rarely,Research & Development,25,Doctor,Technical Degree,4,Male,3,5,Research Director,4,Married,19161,3,No,15,3,4,0,28,3,3,5,4,4,3,Jora,1
311,2034,50,1,Travel_Frequently,Research & Development,1,Bachelor,Life Sciences,1,Female,4,1,Laboratory Technician,4,Married,3038,3,No,12,3,2,0,5,3,3,1,0,0,0,Seek,45
3180,6532,32,1,Travel_Frequently,Research & Development,5,College,Life Sciences,1,Female,4,1,Research Scientist,3,Single,2432,3,Yes,14,4,1,0,8,2,3,4,1,0,3,Recruit.net,24
2786,3048,35,1,Travel_Frequently,Sales,12,Master,Other,4,Male,3,2,Sales Executive,4,Single,4581,3,Yes,24,3,1,0,13,2,4,11,9,6,7,Seek,22
2684,9389,45,0,Travel_Rarely,Research & Development,10,Doctor,Medical,2,Male,3,2,Manufacturing Director,1,Married,5377,0,No,14,3,2,0,6,3,4,5,0,1,4,Jora,39
329,9523,51,0,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,1,Female,1,2,Research Scientist,4,Divorced,5329,7,Yes,12,3,4,3,17,3,3,13,11,1,9,Adzuna,34
3156,1266,42,1,Travel_Rarely,Human Resources,2,Below college,Technical Degree,4,Male,3,1,Research Scientist,2,Married,2226,1,No,11,3,3,1,6,3,2,5,3,1,2,Recruit.net,36
456,6764,26,1,Travel_Frequently,Research & Development,1,Bachelor,Life Sciences,1,Male,3,1,Research Scientist,4,Single,3452,5,No,13,3,2,0,9,2,2,6,5,0,3,Company Website,17
2306,8583,56,0,Travel_Rarely,Research & Development,23,Bachelor,Life Sciences,4,Male,3,4,Manufacturing Director,2,Married,13402,4,Yes,12,3,1,1,33,0,3,19,16,15,9,Seek,23
1547,1815,35,0,Travel_Frequently,Research & Development,25,Master,Life Sciences,4,Female,3,1,Research Scientist,2,Divorced,2022,1,Yes,19,3,1,1,10,3,2,10,2,7,8,Seek,25
702,6369,32,1,Travel_Frequently,Research & Development,24,Master,Life Sciences,1,Female,3,3,Healthcare Representative,3,Single,10938,0,No,25,4,4,0,20,1,3,19,6,11,8,Adzuna,12
2161,2566,32,1,Travel_Rarely,Research & Development,2,Bachelor,Medical,3,Male,3,1,Research Scientist,3,Married,1223,1,No,22,3,4,1,1,2,3,1,0,0,1,LinkedIn,31
566,4774,47,0,Travel_Rarely,Human Resources,1,Below college,Life Sciences,1,Male,2,2,Manufacturing Director,3,Married,9547,1,No,14,3,1,1,6,5,2,6,0,1,2,Recruit.net,41
1745,4758,38,0,Travel_Rarely,Sales,2,College,Marketing,3,Female,2,2,Manufacturing Director,3,Divorced,4377,1,No,15,4,2,2,5,6,3,4,2,3,2,Adzuna,33
1868,9038,53,0,Non-Travel,Research & Development,1,Master,Life Sciences,3,Male,2,4,Manager,2,Divorced,15972,6,No,14,3,3,3,29,2,3,3,2,1,2,Company Website,24
779,9433,37,0,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,4,Female,3,1,Research Scientist,4,Single,2115,1,No,12,3,2,0,17,3,3,17,12,5,7,Seek,20
2099,3761,32,1,Travel_Frequently,Research & Development,13,Bachelor,Other,3,Female,2,1,Laboratory Technician,2,Married,5985,4,No,11,3,2,0,10,1,4,2,2,0,2,Recruit.net,22
3094,2408,26,1,Travel_Rarely,Sales,5,Bachelor,Other,4,Female,3,1,Sales Representative,2,Married,2856,1,No,19,3,4,1,1,3,3,1,0,0,0,Company Website,25
375,1272,19,1,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,2,Male,2,2,Research Scientist,4,Divorced,5163,0,No,14,3,4,0,0,2,3,0,0,0,0,Company Website,19
2054,5666,22,1,Travel_Frequently,Research & Development,3,Master,Life Sciences,3,Male,2,1,Research Scientist,4,Married,2853,0,Yes,11,3,2,1,1,5,3,0,0,0,0,Jora,21
2335,2481,44,0,Travel_Rarely,Research & Development,4,Bachelor,Medical,3,Male,3,1,Research Scientist,3,Married,2996,7,Yes,15,3,4,0,8,2,3,6,4,1,3,Recruit.net,36
1086,4075,34,0,Travel_Rarely,Research & Development,2,Master,Life Sciences,4,Male,2,1,Research Scientist,3,Divorced,3149,8,No,20,4,2,1,9,3,3,5,2,1,4,Adzuna,25
553,8603,33,0,Travel_Rarely,Research & Development,14,Bachelor,Medical,4,Female,3,1,Research Scientist,2,Married,2756,1,No,13,4,4,1,8,5,3,8,7,1,6,Adzuna,25
3350,2329,43,0,Travel_Frequently,Research & Development,17,Bachelor,Technical Degree,4,Female,3,2,Sales Executive,3,Single,4850,8,No,15,3,3,0,8,3,3,5,3,0,1,Company Website,35
3228,9225,33,0,Travel_Frequently,Research & Development,7,College,Life Sciences,4,Male,3,2,Healthcare Representative,3,Divorced,5968,1,No,20,3,3,3,9,2,3,9,7,2,8,Adzuna,24
3336,2761,45,0,Travel_Rarely,Research & Development,28,College,Technical Degree,4,Male,2,2,Sales Executive,2,Divorced,8938,2,No,11,3,3,1,14,5,3,5,4,0,4,Adzuna,31
3289,9554,33,0,Travel_Rarely,Research & Development,15,College,Medical,2,Female,3,2,Healthcare Representative,4,Married,8392,1,No,16,3,3,1,10,2,3,10,7,0,7,Company Website,23
60,8941,32,0,Travel_Rarely,Sales,7,Bachelor,Life Sciences,4,Male,2,3,Manufacturing Director,3,Single,9526,1,No,14,3,4,0,9,2,3,9,8,3,7,Company Website,23
188,4306,32,0,Travel_Frequently,Research & Development,16,Below college,Life Sciences,3,Male,3,2,Sales Executive,4,Single,5441,0,Yes,22,3,4,0,11,2,1,10,7,1,0,Company Website,21
3113,1827,38,0,Travel_Rarely,Research & Development,3,Doctor,Technical Degree,4,Female,2,2,Manufacturing Director,4,Married,5906,0,No,13,4,4,2,10,2,2,9,8,3,8,Seek,28
2590,3948,29,1,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,3,Male,4,1,Research Scientist,3,Married,2451,6,No,18,3,1,2,5,2,2,1,0,0,0,Adzuna,24
3001,9162,39,0,Travel_Frequently,Sales,20,Bachelor,Life Sciences,3,Male,3,2,Sales Executive,4,Divorced,4127,2,No,18,3,4,1,7,6,3,2,1,2,2,GlassDoor,32
1738,8952,30,1,Travel_Rarely,Research & Development,22,Bachelor,Life Sciences,1,Female,3,1,Research Scientist,3,Married,2132,4,Yes,11,3,2,0,7,2,3,5,2,0,1,Adzuna,23
1389,1376,34,0,Travel_Rarely,Research & Development,8,Doctor,Life Sciences,2,Female,3,2,Manufacturing Director,1,Divorced,5121,3,No,14,3,3,1,7,3,3,0,0,0,0,Jora,27
2808,2161,39,0,Travel_Rarely,Research & Development,10,Below college,Medical,4,Female,3,2,Sales Executive,4,Divorced,5368,1,Yes,25,3,3,1,7,2,3,6,5,1,2,Indeed,32
2317,4437,35,1,Travel_Frequently,Sales,18,Master,Marketing,4,Female,3,2,Sales Executive,3,Married,4614,0,Yes,18,3,3,1,5,0,2,4,2,3,2,Company Website,30
1628,6131,27,1,Non-Travel,Sales,1,Below college,Marketing,3,Female,3,1,Research Scientist,3,Divorced,2377,5,No,18,3,2,1,6,2,3,2,2,2,2,Indeed,21
2870,5363,40,0,Travel_Rarely,Research & Development,8,College,Life Sciences,2,Female,3,2,Manufacturing Director,1,Married,6516,2,Yes,16,3,2,1,18,3,3,1,0,0,0,Seek,22
516,3564,32,1,Travel_Rarely,Research & Development,6,Doctor,Life Sciences,3,Male,3,1,Research Scientist,3,Single,3038,3,No,20,3,1,0,8,2,3,5,4,1,4,Jora,24
674,1691,38,0,Travel_Rarely,Research & Development,1,Master,Life Sciences,1,Female,3,1,Sales Representative,2,Married,3931,2,No,11,3,1,1,6,5,3,4,3,1,2,Recruit.net,32
2037,1362,55,1,Travel_Rarely,Research & Development,14,Master,Medical,3,Male,3,1,Research Scientist,1,Single,2552,1,No,25,3,3,0,1,4,3,1,1,0,0,LinkedIn,54
110,2015,33,1,Travel_Rarely,Human Resources,2,Bachelor,Human Resources,1,Male,3,1,Laboratory Technician,4,Divorced,2661,0,No,11,3,3,1,3,2,3,2,2,1,2,Seek,30
1200,8828,36,1,Travel_Rarely,Sales,2,Master,Life Sciences,2,Male,3,2,Sales Executive,3,Married,9602,4,Yes,11,4,3,1,17,3,2,3,0,1,0,Seek,19
1934,5863,35,0,Non-Travel,Research & Development,11,College,Medical,3,Female,2,2,Sales Executive,3,Married,5593,1,No,13,3,4,1,15,2,3,15,10,4,12,Company Website,20
2558,8003,37,0,Travel_Rarely,Research & Development,13,Bachelor,Medical,1,Male,3,3,Healthcare Representative,1,Married,8321,0,Yes,13,3,1,0,10,2,3,10,8,3,7,LinkedIn,27
3182,5949,32,1,Travel_Frequently,Research & Development,5,College,Life Sciences,1,Female,4,1,Research Scientist,3,Single,3162,0,No,17,3,4,0,6,2,2,5,2,3,4,Seek,26
2079,1784,33,1,Travel_Frequently,Sales,25,Bachelor,Medical,2,Female,3,2,Sales Executive,3,Married,4539,1,No,12,3,1,1,10,3,2,10,7,0,1,Company Website,23
2340,3796,33,1,Travel_Rarely,Sales,1,Bachelor,Medical,3,Male,3,2,Sales Executive,2,Married,4078,0,Yes,13,4,1,3,4,3,2,3,2,1,2,Jora,29
3216,3728,35,0,Travel_Rarely,Sales,7,Master,Life Sciences,3,Female,3,2,Sales Executive,4,Married,5204,1,Yes,11,3,4,0,10,2,3,10,8,0,9,LinkedIn,25
3055,8732,29,1,Travel_Frequently,Research & Development,20,Below college,Medical,4,Male,3,1,Laboratory Technician,4,Married,3812,1,No,13,3,2,0,11,3,4,11,8,3,10,GlassDoor,18
2834,4203,29,1,Travel_Frequently,Research & Development,20,Below college,Medical,4,Male,1,2,Sales Executive,4,Divorced,9525,1,No,14,3,3,2,6,2,2,6,3,1,3,Adzuna,23
1371,4701,39,0,Travel_Rarely,Human Resources,3,Bachelor,Human Resources,3,Female,4,2,Human Resources,2,Married,6389,9,No,15,3,3,1,12,3,1,8,3,3,6,Indeed,27
2332,5800,41,0,Travel_Frequently,Research & Development,22,Bachelor,Life Sciences,4,Female,3,2,Research Scientist,4,Divorced,5467,3,Yes,14,3,1,2,12,4,2,6,2,3,3,LinkedIn,29
2779,1259,49,0,Travel_Rarely,Research & Development,6,Below college,Life Sciences,3,Female,2,4,Healthcare Representative,3,Married,13966,2,Yes,19,3,2,1,30,3,3,15,11,2,12,Indeed,19
3285,9490,35,0,Travel_Rarely,Research & Development,9,Master,Medical,2,Male,3,2,Research Scientist,3,Single,5098,1,No,19,3,2,0,10,5,3,10,7,0,8,Company Website,25
3146,3664,31,1,Travel_Rarely,Sales,7,Bachelor,Technical Degree,4,Male,3,2,Healthcare Representative,3,Single,5399,4,No,12,3,3,0,12,3,3,4,2,0,3,Seek,19
1440,1626,42,0,Travel_Frequently,Research & Development,8,Bachelor,Life Sciences,2,Male,3,5,Manager,4,Divorced,18430,1,No,13,3,2,1,24,4,2,24,7,14,9,LinkedIn,18
2194,2687,43,0,Travel_Rarely,Sales,4,Master,Marketing,4,Female,2,3,Sales Executive,4,Single,10231,3,No,14,3,4,0,23,3,4,21,7,15,17,Company Website,20
2290,8033,34,0,Travel_Rarely,Research & Development,8,College,Medical,3,Male,3,1,Laboratory Technician,2,Married,2387,3,No,22,3,3,1,7,3,3,4,2,0,3,Recruit.net,27
287,5896,53,0,Travel_Rarely,Research & Development,2,Doctor,Marketing,4,Female,3,2,Healthcare Representative,3,Divorced,6306,1,No,21,4,1,1,13,2,2,13,12,1,9,Adzuna,40
229,5189,26,1,Travel_Rarely,Research & Development,25,Bachelor,Life Sciences,1,Male,1,1,Laboratory Technician,3,Single,2293,1,No,12,3,3,0,1,2,2,1,0,0,1,Seek,25
649,8853,32,0,Travel_Rarely,Research & Development,9,Master,Life Sciences,1,Male,3,1,Sales Representative,4,Divorced,2793,4,No,17,3,3,1,13,2,3,9,8,5,8,Company Website,19
1990,4485,49,0,Travel_Rarely,Research & Development,20,Master,Medical,3,Male,3,1,Laboratory Technician,4,Married,4766,3,Yes,11,3,1,1,6,4,3,1,0,0,0,Jora,43
1504,4655,40,1,Travel_Rarely,Research & Development,1,Master,Life Sciences,3,Male,3,1,Research Scientist,4,Married,1706,1,No,11,3,3,3,0,6,2,0,0,0,0,LinkedIn,40
2082,9786,33,0,Travel_Rarely,Research & Development,14,Bachelor,Medical,3,Male,1,1,Laboratory Technician,3,Divorced,2741,1,No,14,3,3,1,7,4,3,7,7,1,7,Indeed,26
1113,2647,55,1,Travel_Rarely,Sales,18,Doctor,Life Sciences,1,Female,3,4,Manager,2,Single,16835,3,No,23,3,4,0,37,2,3,10,9,7,7,Recruit.net,18
1568,9139,53,0,Travel_Rarely,Sales,8,Bachelor,Marketing,1,Male,3,4,Sales Executive,4,Married,11836,5,No,14,3,3,1,28,3,3,2,0,2,2,Indeed,25
2569,6330,33,0,Travel_Rarely,Research & Development,28,Master,Life Sciences,2,Male,3,2,Laboratory Technician,3,Married,5207,1,Yes,12,4,2,1,15,3,3,15,14,5,7,Seek,18
301,4611,40,0,Travel_Frequently,Research & Development,1,Master,Life Sciences,1,Female,2,2,Sales Executive,3,Single,5473,7,No,11,3,4,0,20,2,2,4,3,1,3,Company Website,20
2601,4383,30,1,Travel_Rarely,Sales,29,Master,Technical Degree,3,Male,3,3,Sales Executive,2,Married,9250,3,No,12,3,2,1,9,3,3,4,2,1,3,GlassDoor,21
1855,9305,41,1,Travel_Rarely,Sales,4,Below college,Marketing,3,Female,2,1,Research Scientist,3,Divorced,2007,1,No,13,3,3,2,5,5,3,5,3,1,3,Company Website,36
2267,4497,56,0,Travel_Rarely,Human Resources,8,Master,Life Sciences,4,Male,3,5,Manager,2,Single,19717,6,No,14,3,1,0,36,4,3,7,3,7,7,Indeed,20
1998,1708,45,0,Travel_Rarely,Research & Development,29,Bachelor,Medical,3,Female,3,2,Sales Executive,3,Married,5714,1,No,20,3,1,0,6,3,2,6,5,1,3,Jora,39
1073,8214,30,1,Non-Travel,Research & Development,2,Bachelor,Life Sciences,3,Female,3,1,Laboratory Technician,4,Single,3149,8,No,20,4,2,1,9,3,3,5,2,1,4,Adzuna,21
776,6793,55,1,Travel_Rarely,Sales,26,Doctor,Medical,2,Male,3,5,Manager,4,Married,19586,1,No,21,4,3,1,36,3,3,36,6,2,13,GlassDoor,19
2840,3050,44,0,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,3,Female,4,3,Healthcare Representative,4,Married,7879,1,Yes,19,3,2,1,9,2,3,8,7,6,7,Indeed,35
2975,2838,35,1,Travel_Rarely,Research & Development,25,College,Other,4,Male,3,2,Human Resources,2,Divorced,4071,2,No,13,4,3,0,19,4,2,10,0,4,7,Adzuna,16
14,8271,33,0,Travel_Frequently,Research & Development,3,Master,Life Sciences,4,Female,3,1,Research Scientist,3,Married,2909,1,Yes,11,3,3,0,8,3,3,8,7,3,0,Seek,25
251,7478,44,0,Travel_Rarely,Sales,1,Doctor,Marketing,2,Female,3,2,Sales Executive,1,Divorced,5454,5,Yes,21,3,3,1,9,2,2,4,3,1,3,Seek,35
2135,1663,43,0,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,3,Male,1,5,Research Director,4,Married,19740,3,No,14,3,2,1,25,2,3,8,7,0,7,Company Website,18
3367,1767,36,0,Travel_Rarely,Sales,10,Master,Medical,4,Male,3,4,Manager,1,Divorced,17924,1,No,11,3,2,1,9,3,3,4,2,1,3,LinkedIn,27
2630,3800,29,0,Travel_Frequently,Research & Development,2,Below college,Life Sciences,1,Male,3,2,Healthcare Representative,4,Divorced,8853,1,No,19,4,4,1,6,0,4,6,4,1,3,Company Website,23
3144,7005,36,0,Travel_Rarely,Research & Development,3,Bachelor,Technical Degree,4,Male,4,1,Laboratory Technician,4,Married,2544,0,No,18,3,1,1,8,3,3,7,7,7,7,Seek,28
1127,4831,25,1,Travel_Rarely,Sales,9,College,Medical,2,Male,3,3,Manufacturing Director,1,Married,7406,1,Yes,21,3,4,1,10,5,2,10,9,5,8,Company Website,15
1213,2380,34,1,Travel_Rarely,Research & Development,1,Master,Life Sciences,2,Female,2,4,Manager,1,Married,15402,7,No,11,3,1,1,21,3,1,3,2,0,2,LinkedIn,13
3304,7774,37,0,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,3,Female,4,3,Research Director,4,Married,13744,1,Yes,25,3,1,1,16,2,3,16,11,6,8,Indeed,21
2740,2322,29,1,Travel_Rarely,Sales,5,Bachelor,Medical,4,Male,3,2,Human Resources,4,Married,5743,4,Yes,11,3,3,0,14,3,3,10,7,0,2,Seek,15
2212,8413,25,1,Travel_Rarely,Research & Development,1,Bachelor,Medical,4,Female,3,1,Research Scientist,2,Single,2096,1,No,18,3,4,0,2,3,2,2,2,2,1,Indeed,23
844,7811,33,1,Travel_Rarely,Research & Development,13,Below college,Life Sciences,2,Male,2,2,Research Scientist,2,Married,4941,2,No,15,3,1,0,11,3,2,8,2,7,7,Indeed,22
2223,6134,32,0,Travel_Rarely,Research & Development,7,College,Life Sciences,4,Male,3,2,Laboratory Technician,3,Married,4883,1,No,18,3,1,1,10,3,3,10,4,1,1,Jora,22
473,5927,19,1,Travel_Rarely,Research & Development,3,Below college,Medical,2,Female,3,1,Laboratory Technician,2,Single,1483,1,No,14,3,4,0,1,3,3,1,0,0,0,Recruit.net,18
1276,2526,37,0,Travel_Rarely,Research & Development,10,College,Life Sciences,4,Male,4,1,Research Scientist,4,Single,4680,3,No,17,4,1,0,4,2,3,1,0,0,0,GlassDoor,33
1935,1577,35,0,Non-Travel,Research & Development,11,College,Medical,3,Female,2,2,Sales Executive,3,Married,4898,0,No,12,3,4,2,5,3,3,4,2,1,2,Adzuna,30
2668,6745,31,1,Travel_Frequently,Sales,2,Master,Other,4,Male,3,2,Sales Executive,1,Single,5332,7,No,13,3,4,0,10,3,3,5,2,0,3,Recruit.net,21
2745,8780,24,1,Travel_Frequently,Research & Development,2,Below college,Technical Degree,1,Female,3,1,Research Scientist,4,Single,3760,1,Yes,13,3,3,0,6,2,3,6,3,1,3,Jora,18
1176,2033,39,0,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,2,Male,4,1,Research Scientist,4,Married,2725,1,Yes,11,3,2,2,6,3,3,6,5,1,4,Indeed,33
2413,2186,30,1,Travel_Frequently,Research & Development,5,Bachelor,Medical,4,Female,3,2,Sales Executive,3,Married,4162,1,Yes,12,3,3,2,5,3,3,5,4,0,3,Adzuna,25
3260,9633,47,0,Travel_Rarely,Research & Development,25,Bachelor,Medical,1,Male,3,3,Healthcare Representative,3,Single,8633,2,No,23,3,2,0,25,3,3,17,14,12,11,Jora,22
317,3884,34,1,Travel_Rarely,Research & Development,6,Master,Life Sciences,1,Male,3,3,Research Director,1,Married,13245,4,Yes,14,3,2,0,17,3,4,0,0,0,0,Referral,17
1909,1699,59,0,Travel_Rarely,Research & Development,3,Bachelor,Medical,3,Male,3,1,Laboratory Technician,3,Divorced,2207,1,No,16,3,4,1,4,5,2,4,2,2,2,Seek,55
2633,9898,47,0,Travel_Rarely,Sales,14,Bachelor,Medical,4,Male,3,5,Manager,3,Married,19331,4,Yes,16,3,3,1,27,2,3,1,0,0,0,Company Website,20
485,8159,29,1,Non-Travel,Research & Development,1,Below college,Technical Degree,4,Male,3,2,Manufacturing Director,3,Married,4319,1,No,13,3,1,1,10,1,3,10,7,0,9,Company Website,19
